id,emission_type,livestock_category_type,livestock_production_type,climate,moisture,manure_management_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10.14 (footnotes)."
126984,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Lagoon,0,0,0,
126985,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126986,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Solid Storage,0.0075,0.00525,0.00975,
126987,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Dry Lot,0.02,0.014,0.026,
126988,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126989,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Daily Spread,0,0,0,
126990,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Digester,0.0006,0.00042,0.00078,
126992,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Pit<1Month,0.002,0.0014,0.0026,
126993,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Pit>1Month,0.002,0.0014,0.0026,
126994,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Poultry Manure,0.001,0.0007,0.0013,
126995,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
126996,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Composting,0.0065,0.00455,0.00845,
126997,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126998,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Lagoon,0,0,0,
126999,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127000,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Solid Storage,0.0075,0.00525,0.00975,
127001,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Dry Lot,0.02,0.014,0.026,
127002,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
127003,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Daily Spread,0,0,0,
127004,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Digester,0.0006,0.00042,0.00078,
127006,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
127007,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
127008,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
127009,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
127010,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Composting,0.0065,0.00455,0.00845,
127011,EmissionType object (2),Chicken Broiler,Default,Warm Temperate,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
127012,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Lagoon,0,0,0,
127013,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127014,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Solid Storage,0.0075,0.00525,0.00975,
127015,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Dry Lot,0.02,0.014,0.026,
127016,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
127017,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Daily Spread,0,0,0,
127018,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Digester,0.0006,0.00042,0.00078,
127020,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Pit<1Month,0.002,0.0014,0.0026,
127021,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Pit>1Month,0.002,0.0014,0.0026,
127022,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Poultry Manure,0.001,0.0007,0.0013,
127023,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Deep Bedding,0.04,0.028,0.052,
127024,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Composting,0.0065,0.00455,0.00845,
127025,EmissionType object (2),Chicken Broiler,Default,Tropical Montane,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
127026,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Lagoon,0,0,0,
127027,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127028,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Solid Storage,0.0075,0.00525,0.00975,
127029,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Dry Lot,0.02,0.014,0.026,
127030,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Pasture/Range/Paddock,0.006,0.0042,0.0078,
127031,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Daily Spread,0,0,0,
127032,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Digester,0.0006,0.00042,0.00078,
127034,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Pit<1Month,0.002,0.0014,0.0026,
127035,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Pit>1Month,0.002,0.0014,0.0026,
127036,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Poultry Manure,0.001,0.0007,0.0013,
127037,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Deep Bedding,0.04,0.028,0.052,
127038,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Composting,0.0065,0.00455,0.00845,
127039,EmissionType object (2),Chicken Broiler,Default,Tropical,Wet,Aerobic Treatment,0.0075,0.00525,0.00975,
127040,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Lagoon,0,0,0,
127041,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127042,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Solid Storage,0.0075,0.00525,0.00975,
127043,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Dry Lot,0.02,0.014,0.026,
127044,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
127045,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Daily Spread,0,0,0,
127046,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Digester,0.0006,0.00042,0.00078,
127048,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Pit<1Month,0.002,0.0014,0.0026,
127049,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Pit>1Month,0.002,0.0014,0.0026,
127050,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Poultry Manure,0.001,0.0007,0.0013,
127051,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Deep Bedding,0.04,0.028,0.052,
127052,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Composting,0.0065,0.00455,0.00845,
127053,EmissionType object (2),Chicken Broiler,Default,Tropical,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
127054,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Lagoon,0,0,0,
127055,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127056,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Solid Storage,0.0075,0.00525,0.00975,
127057,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Dry Lot,0.02,0.014,0.026,
127058,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
127059,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Daily Spread,0,0,0,
127060,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Digester,0.0006,0.00042,0.00078,
127062,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Pit<1Month,0.002,0.0014,0.0026,
127063,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Pit>1Month,0.002,0.0014,0.0026,
127064,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Poultry Manure,0.001,0.0007,0.0013,
127065,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Deep Bedding,0.04,0.028,0.052,
127066,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Composting,0.0065,0.00455,0.00845,
127067,EmissionType object (2),Chicken Broiler,Default,Tropical,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
127068,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Lagoon,0,0,0,
127069,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127070,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Solid Storage,0.01,0.007,0.013,
127071,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Dry Lot,0.02,0.014,0.026,
127072,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127073,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Daily Spread,0,0,0,
127074,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Digester,0.0006,0.00042,0.00078,
127076,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Pit<1Month,0.002,0.0014,0.0026,
127077,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Pit>1Month,0.002,0.0014,0.0026,
127078,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Poultry Manure,0.001,0.0007,0.0013,
127079,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
127080,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Composting,0.0065,0.00455,0.00845,
127081,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Moist,Aerobic Treatment,0.03,0.021,0.039,
127082,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Lagoon,0,0,0,
127083,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127084,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Solid Storage,0.01,0.007,0.013,
127085,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Dry Lot,0.02,0.014,0.026,
127086,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127087,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Daily Spread,0,0,0,
127088,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Digester,0.0006,0.00042,0.00078,
127090,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
127091,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
127092,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
127093,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
127094,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Composting,0.0065,0.00455,0.00845,
127095,EmissionType object (2),Dairy Sheep,Default,Cool Temperate,Dry,Aerobic Treatment,0.03,0.021,0.039,
127096,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Lagoon,0,0,0,
127097,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127098,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Solid Storage,0.01,0.007,0.013,
127099,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Dry Lot,0.02,0.014,0.026,
127100,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127101,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Daily Spread,0,0,0,
127102,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Digester,0.0006,0.00042,0.00078,
127104,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Pit<1Month,0.002,0.0014,0.0026,
127105,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Pit>1Month,0.002,0.0014,0.0026,
127106,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Poultry Manure,0.001,0.0007,0.0013,
127107,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Deep Bedding,0.04,0.028,0.052,
127108,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Composting,0.0065,0.00455,0.00845,
127109,EmissionType object (2),Dairy Sheep,Default,Boreal,Moist,Aerobic Treatment,0.03,0.021,0.039,
127110,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Lagoon,0,0,0,
127111,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127112,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Solid Storage,0.01,0.007,0.013,
127113,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Dry Lot,0.02,0.014,0.026,
127114,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127115,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Daily Spread,0,0,0,
127116,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Digester,0.0006,0.00042,0.00078,
127118,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Pit<1Month,0.002,0.0014,0.0026,
127119,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Pit>1Month,0.002,0.0014,0.0026,
127120,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Poultry Manure,0.001,0.0007,0.0013,
127121,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Deep Bedding,0.04,0.028,0.052,
127122,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Composting,0.0065,0.00455,0.00845,
127123,EmissionType object (2),Dairy Sheep,Default,Boreal,Dry,Aerobic Treatment,0.03,0.021,0.039,
127124,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Lagoon,0,0,0,
127125,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127126,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Solid Storage,0.01,0.007,0.013,
127127,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Dry Lot,0.02,0.014,0.026,
127128,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127129,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Daily Spread,0,0,0,
127130,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Digester,0.0006,0.00042,0.00078,
127132,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Pit<1Month,0.002,0.0014,0.0026,
127133,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Pit>1Month,0.002,0.0014,0.0026,
127134,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Poultry Manure,0.001,0.0007,0.0013,
127135,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
127136,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Composting,0.0065,0.00455,0.00845,
127137,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Moist,Aerobic Treatment,0.03,0.021,0.039,
127138,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Lagoon,0,0,0,
127139,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127140,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Solid Storage,0.01,0.007,0.013,
127141,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Dry Lot,0.02,0.014,0.026,
127142,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127143,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Daily Spread,0,0,0,
127144,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Digester,0.0006,0.00042,0.00078,
127146,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
127147,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
127148,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
127149,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
127150,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Composting,0.0065,0.00455,0.00845,
127151,EmissionType object (2),Dairy Sheep,Default,Warm Temperate,Dry,Aerobic Treatment,0.03,0.021,0.039,
127152,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Lagoon,0,0,0,
127153,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127154,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Solid Storage,0.01,0.007,0.013,
127155,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Dry Lot,0.02,0.014,0.026,
127156,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127157,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Daily Spread,0,0,0,
127158,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Digester,0.0006,0.00042,0.00078,
127160,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Pit<1Month,0.002,0.0014,0.0026,
127161,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Pit>1Month,0.002,0.0014,0.0026,
127162,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Poultry Manure,0.001,0.0007,0.0013,
127163,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Deep Bedding,0.04,0.028,0.052,
127164,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Composting,0.0065,0.00455,0.00845,
127165,EmissionType object (2),Dairy Sheep,Default,Tropical Montane,Dry,Aerobic Treatment,0.03,0.021,0.039,
127166,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Lagoon,0,0,0,
127167,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127168,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Solid Storage,0.01,0.007,0.013,
127169,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Dry Lot,0.02,0.014,0.026,
127170,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Pasture/Range/Paddock,0.003,0.0021,0.0039,
127171,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Daily Spread,0,0,0,
127172,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Digester,0.0006,0.00042,0.00078,
127174,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Pit<1Month,0.002,0.0014,0.0026,
127175,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Pit>1Month,0.002,0.0014,0.0026,
127176,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Poultry Manure,0.001,0.0007,0.0013,
127177,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Deep Bedding,0.04,0.028,0.052,
127178,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Composting,0.0065,0.00455,0.00845,
127179,EmissionType object (2),Dairy Sheep,Default,Tropical,Wet,Aerobic Treatment,0.03,0.021,0.039,
127180,EmissionType object (2),Dairy Sheep,Default,Tropical,Moist,Lagoon,0,0,0,
127181,EmissionType object (2),Dairy Sheep,Default,Tropical,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
127182,EmissionType object (2),Dairy Sheep,Default,Tropical,Moist,Solid Storage,0.01,0.007,0.013,
127183,EmissionType object (2),Dairy Sheep,Default,Tropical,Moist,Dry Lot,0.02,0.014,0.026,
127184,EmissionType object (2),Dairy Sheep,Default,Tropical,Moist,Pasture/Range/Paddock,0.003,0.0021,0.0039,
