id,climate,moisture,continent,land_use_type,value,value_min,value_max,"source: Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.2, 5.3, 5.9."
48060,Tropical,Wet,Central America,Vegetables,4.7,1.175,8.225,
48061,Tropical,Wet,Central America,Oilseeds,4.7,1.175,8.225,
48062,Tropical,Wet,Central America,Groundnuts,4.7,1.175,8.225,
48063,Tropical,Wet,Central America,Annual Cropland,4.7,1.175,8.225,
48064,Tropical,Wet,Central America,Set Aside,4.7,1.175,8.225,
48065,Tropical,Wet,Central America,Flooded Rice,4.7,1.175,8.225,
48066,Tropical,Wet,Central America,Grassland,7.567,1.89175,13.24225,
48067,Tropical,Wet,Central America,Other Land (Non-Vegetated),0,#N/A,#N/A,
48068,Tropical,Wet,Central America,Settlement,0,#N/A,#N/A,
48069,Tropical,Wet,Central America,Agroforestry - Default,20.8875,5.221875,36.553125,
48070,Tropical,Wet,Central America,Alley Cropping,23.7,5.925,41.475,
48071,Tropical,Wet,Central America,Perennial Fallow,11.1,2.775,19.425,
48072,Tropical,Wet,Central America,Hedgerow,4.7,3.337,6.063,
48073,Tropical,Wet,Central America,Multistrata,32.5,8.125,56.875,
48074,Tropical,Wet,Central America,Parkland,5.9,1.475,10.325,
48075,Tropical,Wet,Central America,Shaded Perennial,24,6,42,
48076,Tropical,Wet,Central America,Silvoarable,36.1,9.025,63.175,
48077,Tropical,Wet,Central America,Silvopasture,29.1,7.275,50.925,
48078,Tropical,Wet,Central America,Other Land,1,#N/A,#N/A,
48079,Tropical,Wet,Central America,Tea,18.3,4.575,32.025,
48080,Tropical,Wet,Central America,Oil Palm,30,7.5,52.5,
48081,Tropical,Wet,Central America,Rubber,40.1,10.025,70.175,
48082,Tropical,Wet,Caribbean,Grains,4.7,1.175,8.225,
48083,Tropical,Wet,Caribbean,Maize,4.7,1.175,8.225,
48084,Tropical,Wet,Caribbean,Sugarcane,4.7,1.175,8.225,
48085,Tropical,Wet,Caribbean,Wheat,4.7,1.175,8.225,
48086,Tropical,Wet,Caribbean,Beans & Pulses,4.7,1.175,8.225,
48087,Tropical,Wet,Caribbean,Tubers,4.7,1.175,8.225,
48088,Tropical,Wet,Caribbean,Root Crops,4.7,1.175,8.225,
48089,Tropical,Wet,Caribbean,Barley,4.7,1.175,8.225,
48090,Tropical,Wet,Caribbean,Oats,4.7,1.175,8.225,
48091,Tropical,Wet,Caribbean,Millet,4.7,1.175,8.225,
48092,Tropical,Wet,Caribbean,Sorghum,4.7,1.175,8.225,
48093,Tropical,Wet,Caribbean,Rye,4.7,1.175,8.225,
48094,Tropical,Wet,Caribbean,Soybeans,4.7,1.175,8.225,
48095,Tropical,Wet,Caribbean,Dry Bean,4.7,1.175,8.225,
48096,Tropical,Wet,Caribbean,Potatoes,4.7,1.175,8.225,
48097,Tropical,Wet,Caribbean,Peanuts,4.7,1.175,8.225,
48098,Tropical,Wet,Caribbean,Vegetables,4.7,1.175,8.225,
48099,Tropical,Wet,Caribbean,Oilseeds,4.7,1.175,8.225,
48100,Tropical,Wet,Caribbean,Groundnuts,4.7,1.175,8.225,
48101,Tropical,Wet,Caribbean,Annual Cropland,4.7,1.175,8.225,
48102,Tropical,Wet,Caribbean,Set Aside,4.7,1.175,8.225,
48103,Tropical,Wet,Caribbean,Flooded Rice,4.7,1.175,8.225,
48104,Tropical,Wet,Caribbean,Grassland,7.567,1.89175,13.24225,
48105,Tropical,Wet,Caribbean,Other Land (Non-Vegetated),0,#N/A,#N/A,
48106,Tropical,Wet,Caribbean,Settlement,0,#N/A,#N/A,
48107,Tropical,Wet,Caribbean,Agroforestry - Default,20.8875,5.221875,36.553125,
48108,Tropical,Wet,Caribbean,Alley Cropping,23.7,5.925,41.475,
48109,Tropical,Wet,Caribbean,Perennial Fallow,11.1,2.775,19.425,
48110,Tropical,Wet,Caribbean,Hedgerow,4.7,3.337,6.063,
48111,Tropical,Wet,Caribbean,Multistrata,32.5,8.125,56.875,
48112,Tropical,Wet,Caribbean,Parkland,5.9,1.475,10.325,
48113,Tropical,Wet,Caribbean,Shaded Perennial,24,6,42,
48114,Tropical,Wet,Caribbean,Silvoarable,36.1,9.025,63.175,
48115,Tropical,Wet,Caribbean,Silvopasture,29.1,7.275,50.925,
48116,Tropical,Wet,Caribbean,Other Land,1,#N/A,#N/A,
48117,Tropical,Wet,Caribbean,Tea,18.3,4.575,32.025,
48118,Tropical,Wet,Caribbean,Oil Palm,30,7.5,52.5,
48119,Tropical,Wet,Caribbean,Rubber,40.1,10.025,70.175,
48120,Boreal,Dry,Eastern Africa,Grains,4.7,1.175,8.225,
48121,Boreal,Dry,Eastern Africa,Maize,4.7,1.175,8.225,
48122,Boreal,Dry,Eastern Africa,Sugarcane,4.7,1.175,8.225,
48123,Boreal,Dry,Eastern Africa,Wheat,4.7,1.175,8.225,
48124,Boreal,Dry,Eastern Africa,Beans & Pulses,4.7,1.175,8.225,
48125,Boreal,Dry,Eastern Africa,Tubers,4.7,1.175,8.225,
48126,Boreal,Dry,Eastern Africa,Root Crops,4.7,1.175,8.225,
48127,Boreal,Dry,Eastern Africa,Barley,4.7,1.175,8.225,
48128,Boreal,Dry,Eastern Africa,Oats,4.7,1.175,8.225,
48129,Boreal,Dry,Eastern Africa,Millet,4.7,1.175,8.225,
48130,Boreal,Dry,Eastern Africa,Sorghum,4.7,1.175,8.225,
48131,Boreal,Dry,Eastern Africa,Rye,4.7,1.175,8.225,
48132,Boreal,Dry,Eastern Africa,Soybeans,4.7,1.175,8.225,
48133,Boreal,Dry,Eastern Africa,Dry Bean,4.7,1.175,8.225,
48134,Boreal,Dry,Eastern Africa,Potatoes,4.7,1.175,8.225,
48135,Boreal,Dry,Eastern Africa,Peanuts,4.7,1.175,8.225,
48136,Boreal,Dry,Eastern Africa,Vegetables,4.7,1.175,8.225,
48137,Boreal,Dry,Eastern Africa,Oilseeds,4.7,1.175,8.225,
48138,Boreal,Dry,Eastern Africa,Groundnuts,4.7,1.175,8.225,
48139,Boreal,Dry,Eastern Africa,Annual Cropland,4.7,1.175,8.225,
48140,Boreal,Dry,Eastern Africa,Set Aside,4.7,1.175,8.225,
48141,Boreal,Dry,Eastern Africa,Flooded Rice,4.7,1.175,8.225,
48142,Boreal,Dry,Eastern Africa,Grassland,3.995,0.99875,6.99125,
48143,Boreal,Dry,Eastern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
48144,Boreal,Dry,Eastern Africa,Settlement,0,#N/A,#N/A,
48145,Boreal,Dry,Eastern Africa,Agroforestry - Default,20.6,5.15,36.05,
48146,Boreal,Dry,Eastern Africa,Hedgerow,13.1,9.301,16.899,
48147,Boreal,Dry,Eastern Africa,Silvoarable,13.7,3.425,23.975,
48148,Boreal,Dry,Eastern Africa,Silvopasture,35,8.75,61.25,
48149,Boreal,Dry,Eastern Africa,Other Land,1,#N/A,#N/A,
48150,Boreal,Dry,Eastern Africa,Olive,6.9,1.725,12.075,
48151,Boreal,Dry,Eastern Africa,Orchard,6.4,1.6,11.2,
48152,Boreal,Dry,Eastern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
48153,Boreal,Dry,Eastern Africa,Tea,18.3,4.575,32.025,
48154,Boreal,Dry,Eastern Africa,Vine,2.8,2.1,3.5,
48155,Boreal,Dry,Central Africa,Grains,4.7,1.175,8.225,
48156,Boreal,Dry,Central Africa,Maize,4.7,1.175,8.225,
48157,Boreal,Dry,Central Africa,Sugarcane,4.7,1.175,8.225,
48158,Boreal,Dry,Central Africa,Wheat,4.7,1.175,8.225,
48159,Boreal,Dry,Central Africa,Beans & Pulses,4.7,1.175,8.225,
48160,Boreal,Dry,Central Africa,Tubers,4.7,1.175,8.225,
48161,Boreal,Dry,Central Africa,Root Crops,4.7,1.175,8.225,
48162,Boreal,Dry,Central Africa,Barley,4.7,1.175,8.225,
48163,Boreal,Dry,Central Africa,Oats,4.7,1.175,8.225,
48164,Boreal,Dry,Central Africa,Millet,4.7,1.175,8.225,
48165,Boreal,Dry,Central Africa,Sorghum,4.7,1.175,8.225,
48166,Boreal,Dry,Central Africa,Rye,4.7,1.175,8.225,
48167,Boreal,Dry,Central Africa,Soybeans,4.7,1.175,8.225,
48168,Boreal,Dry,Central Africa,Dry Bean,4.7,1.175,8.225,
48169,Boreal,Dry,Central Africa,Potatoes,4.7,1.175,8.225,
48170,Boreal,Dry,Central Africa,Peanuts,4.7,1.175,8.225,
48171,Boreal,Dry,Central Africa,Vegetables,4.7,1.175,8.225,
48172,Boreal,Dry,Central Africa,Oilseeds,4.7,1.175,8.225,
48173,Boreal,Dry,Central Africa,Groundnuts,4.7,1.175,8.225,
48174,Boreal,Dry,Central Africa,Annual Cropland,4.7,1.175,8.225,
48175,Boreal,Dry,Central Africa,Set Aside,4.7,1.175,8.225,
48176,Boreal,Dry,Central Africa,Flooded Rice,4.7,1.175,8.225,
48177,Boreal,Dry,Central Africa,Grassland,3.995,0.99875,6.99125,
48178,Boreal,Dry,Central Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
48179,Boreal,Dry,Central Africa,Settlement,0,#N/A,#N/A,
48180,Boreal,Dry,Central Africa,Agroforestry - Default,20.6,5.15,36.05,
48181,Boreal,Dry,Central Africa,Hedgerow,13.1,9.301,16.899,
48182,Boreal,Dry,Central Africa,Silvoarable,13.7,3.425,23.975,
48183,Boreal,Dry,Central Africa,Silvopasture,35,8.75,61.25,
48184,Boreal,Dry,Central Africa,Other Land,1,#N/A,#N/A,
48185,Boreal,Dry,Central Africa,Olive,6.9,1.725,12.075,
48186,Boreal,Dry,Central Africa,Orchard,6.4,1.6,11.2,
48187,Boreal,Dry,Central Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
48188,Boreal,Dry,Central Africa,Tea,18.3,4.575,32.025,
48189,Boreal,Dry,Central Africa,Vine,2.8,2.1,3.5,
48190,Boreal,Dry,Northern Africa,Grains,4.7,1.175,8.225,
48191,Boreal,Dry,Northern Africa,Maize,4.7,1.175,8.225,
48192,Boreal,Dry,Northern Africa,Sugarcane,4.7,1.175,8.225,
48193,Boreal,Dry,Northern Africa,Wheat,4.7,1.175,8.225,
48194,Boreal,Dry,Northern Africa,Beans & Pulses,4.7,1.175,8.225,
48195,Boreal,Dry,Northern Africa,Tubers,4.7,1.175,8.225,
48196,Boreal,Dry,Northern Africa,Root Crops,4.7,1.175,8.225,
48197,Boreal,Dry,Northern Africa,Barley,4.7,1.175,8.225,
48198,Boreal,Dry,Northern Africa,Oats,4.7,1.175,8.225,
48199,Boreal,Dry,Northern Africa,Millet,4.7,1.175,8.225,
48200,Boreal,Dry,Northern Africa,Sorghum,4.7,1.175,8.225,
48201,Boreal,Dry,Northern Africa,Rye,4.7,1.175,8.225,
48202,Boreal,Dry,Northern Africa,Soybeans,4.7,1.175,8.225,
48203,Boreal,Dry,Northern Africa,Dry Bean,4.7,1.175,8.225,
48204,Boreal,Dry,Northern Africa,Potatoes,4.7,1.175,8.225,
48205,Boreal,Dry,Northern Africa,Peanuts,4.7,1.175,8.225,
48206,Boreal,Dry,Northern Africa,Vegetables,4.7,1.175,8.225,
48207,Boreal,Dry,Northern Africa,Oilseeds,4.7,1.175,8.225,
48208,Boreal,Dry,Northern Africa,Groundnuts,4.7,1.175,8.225,
48209,Boreal,Dry,Northern Africa,Annual Cropland,4.7,1.175,8.225,
48210,Boreal,Dry,Northern Africa,Set Aside,4.7,1.175,8.225,
48211,Boreal,Dry,Northern Africa,Flooded Rice,4.7,1.175,8.225,
48212,Boreal,Dry,Northern Africa,Grassland,3.995,0.99875,6.99125,
48213,Boreal,Dry,Northern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
48214,Boreal,Dry,Northern Africa,Settlement,0,#N/A,#N/A,
48215,Boreal,Dry,Northern Africa,Agroforestry - Default,20.6,5.15,36.05,
48216,Boreal,Dry,Northern Africa,Hedgerow,13.1,9.301,16.899,
48217,Boreal,Dry,Northern Africa,Silvoarable,13.7,3.425,23.975,
48218,Boreal,Dry,Northern Africa,Silvopasture,35,8.75,61.25,
48219,Boreal,Dry,Northern Africa,Other Land,1,#N/A,#N/A,
48220,Boreal,Dry,Northern Africa,Olive,6.9,1.725,12.075,
48221,Boreal,Dry,Northern Africa,Orchard,6.4,1.6,11.2,
48222,Boreal,Dry,Northern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
48223,Boreal,Dry,Northern Africa,Tea,18.3,4.575,32.025,
48224,Boreal,Dry,Northern Africa,Vine,2.8,2.1,3.5,
48225,Boreal,Dry,Southern Africa,Grains,4.7,1.175,8.225,
48226,Boreal,Dry,Southern Africa,Maize,4.7,1.175,8.225,
48227,Boreal,Dry,Southern Africa,Sugarcane,4.7,1.175,8.225,
48228,Boreal,Dry,Southern Africa,Wheat,4.7,1.175,8.225,
48229,Boreal,Dry,Southern Africa,Beans & Pulses,4.7,1.175,8.225,
48230,Boreal,Dry,Southern Africa,Tubers,4.7,1.175,8.225,
48231,Boreal,Dry,Southern Africa,Root Crops,4.7,1.175,8.225,
48232,Boreal,Dry,Southern Africa,Barley,4.7,1.175,8.225,
48233,Boreal,Dry,Southern Africa,Oats,4.7,1.175,8.225,
48234,Boreal,Dry,Southern Africa,Millet,4.7,1.175,8.225,
48235,Boreal,Dry,Southern Africa,Sorghum,4.7,1.175,8.225,
48236,Boreal,Dry,Southern Africa,Rye,4.7,1.175,8.225,
48237,Boreal,Dry,Southern Africa,Soybeans,4.7,1.175,8.225,
48238,Boreal,Dry,Southern Africa,Dry Bean,4.7,1.175,8.225,
48239,Boreal,Dry,Southern Africa,Potatoes,4.7,1.175,8.225,
48240,Boreal,Dry,Southern Africa,Peanuts,4.7,1.175,8.225,
48241,Boreal,Dry,Southern Africa,Vegetables,4.7,1.175,8.225,
48242,Boreal,Dry,Southern Africa,Oilseeds,4.7,1.175,8.225,
48243,Boreal,Dry,Southern Africa,Groundnuts,4.7,1.175,8.225,
48244,Boreal,Dry,Southern Africa,Annual Cropland,4.7,1.175,8.225,
48245,Boreal,Dry,Southern Africa,Set Aside,4.7,1.175,8.225,
48246,Boreal,Dry,Southern Africa,Flooded Rice,4.7,1.175,8.225,
48247,Boreal,Dry,Southern Africa,Grassland,3.995,0.99875,6.99125,
48248,Boreal,Dry,Southern Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
48249,Boreal,Dry,Southern Africa,Settlement,0,#N/A,#N/A,
48250,Boreal,Dry,Southern Africa,Agroforestry - Default,20.6,5.15,36.05,
48251,Boreal,Dry,Southern Africa,Hedgerow,13.1,9.301,16.899,
48252,Boreal,Dry,Southern Africa,Silvoarable,13.7,3.425,23.975,
48253,Boreal,Dry,Southern Africa,Silvopasture,35,8.75,61.25,
48254,Boreal,Dry,Southern Africa,Other Land,1,#N/A,#N/A,
48255,Boreal,Dry,Southern Africa,Olive,6.9,1.725,12.075,
48256,Boreal,Dry,Southern Africa,Orchard,6.4,1.6,11.2,
48257,Boreal,Dry,Southern Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
48258,Boreal,Dry,Southern Africa,Tea,18.3,4.575,32.025,
48259,Boreal,Dry,Southern Africa,Vine,2.8,2.1,3.5,
48260,Boreal,Dry,Western Africa,Grains,4.7,1.175,8.225,
48261,Boreal,Dry,Western Africa,Maize,4.7,1.175,8.225,
48262,Boreal,Dry,Western Africa,Sugarcane,4.7,1.175,8.225,
48263,Boreal,Dry,Western Africa,Wheat,4.7,1.175,8.225,
48264,Boreal,Dry,Western Africa,Beans & Pulses,4.7,1.175,8.225,
48265,Boreal,Dry,Western Africa,Tubers,4.7,1.175,8.225,
48266,Boreal,Dry,Western Africa,Root Crops,4.7,1.175,8.225,
48267,Boreal,Dry,Western Africa,Barley,4.7,1.175,8.225,
48268,Boreal,Dry,Western Africa,Oats,4.7,1.175,8.225,
48269,Boreal,Dry,Western Africa,Millet,4.7,1.175,8.225,
48270,Boreal,Dry,Western Africa,Sorghum,4.7,1.175,8.225,
48271,Boreal,Dry,Western Africa,Rye,4.7,1.175,8.225,
48272,Boreal,Dry,Western Africa,Soybeans,4.7,1.175,8.225,
48273,Boreal,Dry,Western Africa,Dry Bean,4.7,1.175,8.225,
48274,Boreal,Dry,Western Africa,Potatoes,4.7,1.175,8.225,
48275,Boreal,Dry,Western Africa,Peanuts,4.7,1.175,8.225,
48276,Boreal,Dry,Western Africa,Vegetables,4.7,1.175,8.225,
48277,Boreal,Dry,Western Africa,Oilseeds,4.7,1.175,8.225,
48278,Boreal,Dry,Western Africa,Groundnuts,4.7,1.175,8.225,
48279,Boreal,Dry,Western Africa,Annual Cropland,4.7,1.175,8.225,
48280,Boreal,Dry,Western Africa,Set Aside,4.7,1.175,8.225,
48281,Boreal,Dry,Western Africa,Flooded Rice,4.7,1.175,8.225,
48282,Boreal,Dry,Western Africa,Grassland,3.995,0.99875,6.99125,
48283,Boreal,Dry,Western Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
48284,Boreal,Dry,Western Africa,Settlement,0,#N/A,#N/A,
48285,Boreal,Dry,Western Africa,Agroforestry - Default,20.6,5.15,36.05,
48286,Boreal,Dry,Western Africa,Hedgerow,13.1,9.301,16.899,
48287,Boreal,Dry,Western Africa,Silvoarable,13.7,3.425,23.975,
48288,Boreal,Dry,Western Africa,Silvopasture,35,8.75,61.25,
48289,Boreal,Dry,Western Africa,Other Land,1,#N/A,#N/A,
48290,Boreal,Dry,Western Africa,Olive,6.9,1.725,12.075,
48291,Boreal,Dry,Western Africa,Orchard,6.4,1.6,11.2,
48292,Boreal,Dry,Western Africa,Short Rotation Coppice,6.35,1.5875,11.1125,
48293,Boreal,Dry,Western Africa,Tea,18.3,4.575,32.025,
48294,Boreal,Dry,Western Africa,Vine,2.8,2.1,3.5,
48295,Boreal,Dry,Central Asia,Grains,4.7,1.175,8.225,
48296,Boreal,Dry,Central Asia,Maize,4.7,1.175,8.225,
48297,Boreal,Dry,Central Asia,Sugarcane,4.7,1.175,8.225,
48298,Boreal,Dry,Central Asia,Wheat,4.7,1.175,8.225,
48299,Boreal,Dry,Central Asia,Beans & Pulses,4.7,1.175,8.225,
48300,Boreal,Dry,Central Asia,Tubers,4.7,1.175,8.225,
48301,Boreal,Dry,Central Asia,Root Crops,4.7,1.175,8.225,
48302,Boreal,Dry,Central Asia,Barley,4.7,1.175,8.225,
48303,Boreal,Dry,Central Asia,Oats,4.7,1.175,8.225,
48304,Boreal,Dry,Central Asia,Millet,4.7,1.175,8.225,
48305,Boreal,Dry,Central Asia,Sorghum,4.7,1.175,8.225,
48306,Boreal,Dry,Central Asia,Rye,4.7,1.175,8.225,
48307,Boreal,Dry,Central Asia,Soybeans,4.7,1.175,8.225,
48308,Boreal,Dry,Central Asia,Dry Bean,4.7,1.175,8.225,
48309,Boreal,Dry,Central Asia,Potatoes,4.7,1.175,8.225,
48310,Boreal,Dry,Central Asia,Peanuts,4.7,1.175,8.225,
48311,Boreal,Dry,Central Asia,Vegetables,4.7,1.175,8.225,
48312,Boreal,Dry,Central Asia,Oilseeds,4.7,1.175,8.225,
48313,Boreal,Dry,Central Asia,Groundnuts,4.7,1.175,8.225,
48314,Boreal,Dry,Central Asia,Annual Cropland,4.7,1.175,8.225,
48315,Boreal,Dry,Central Asia,Set Aside,4.7,1.175,8.225,
48316,Boreal,Dry,Central Asia,Flooded Rice,4.7,1.175,8.225,
48317,Boreal,Dry,Central Asia,Grassland,3.995,0.99875,6.99125,
48318,Boreal,Dry,Central Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
48319,Boreal,Dry,Central Asia,Settlement,0,#N/A,#N/A,
48320,Boreal,Dry,Central Asia,Agroforestry - Default,20.6,5.15,36.05,
48321,Boreal,Dry,Central Asia,Hedgerow,13.1,9.301,16.899,
48322,Boreal,Dry,Central Asia,Silvoarable,13.7,3.425,23.975,
48323,Boreal,Dry,Central Asia,Silvopasture,35,8.75,61.25,
48324,Boreal,Dry,Central Asia,Other Land,1,#N/A,#N/A,
48325,Boreal,Dry,Central Asia,Olive,6.9,1.725,12.075,
48326,Boreal,Dry,Central Asia,Orchard,6.4,1.6,11.2,
48327,Boreal,Dry,Central Asia,Short Rotation Coppice,6.35,1.5875,11.1125,
48328,Boreal,Dry,Central Asia,Tea,18.3,4.575,32.025,
48329,Boreal,Dry,Central Asia,Vine,2.8,2.1,3.5,
48330,Boreal,Dry,Eastern Asia,Grains,4.7,1.175,8.225,
48331,Boreal,Dry,Eastern Asia,Maize,4.7,1.175,8.225,
48332,Boreal,Dry,Eastern Asia,Sugarcane,4.7,1.175,8.225,
48333,Boreal,Dry,Eastern Asia,Wheat,4.7,1.175,8.225,
48334,Boreal,Dry,Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
48335,Boreal,Dry,Eastern Asia,Tubers,4.7,1.175,8.225,
48336,Boreal,Dry,Eastern Asia,Root Crops,4.7,1.175,8.225,
48337,Boreal,Dry,Eastern Asia,Barley,4.7,1.175,8.225,
48338,Boreal,Dry,Eastern Asia,Oats,4.7,1.175,8.225,
48339,Boreal,Dry,Eastern Asia,Millet,4.7,1.175,8.225,
48340,Boreal,Dry,Eastern Asia,Sorghum,4.7,1.175,8.225,
48341,Boreal,Dry,Eastern Asia,Rye,4.7,1.175,8.225,
48342,Boreal,Dry,Eastern Asia,Soybeans,4.7,1.175,8.225,
48343,Boreal,Dry,Eastern Asia,Dry Bean,4.7,1.175,8.225,
48344,Boreal,Dry,Eastern Asia,Potatoes,4.7,1.175,8.225,
48345,Boreal,Dry,Eastern Asia,Peanuts,4.7,1.175,8.225,
48346,Boreal,Dry,Eastern Asia,Vegetables,4.7,1.175,8.225,
48347,Boreal,Dry,Eastern Asia,Oilseeds,4.7,1.175,8.225,
48348,Boreal,Dry,Eastern Asia,Groundnuts,4.7,1.175,8.225,
48349,Boreal,Dry,Eastern Asia,Annual Cropland,4.7,1.175,8.225,
48350,Boreal,Dry,Eastern Asia,Set Aside,4.7,1.175,8.225,
48351,Boreal,Dry,Eastern Asia,Flooded Rice,4.7,1.175,8.225,
48352,Boreal,Dry,Eastern Asia,Grassland,3.995,0.99875,6.99125,
48353,Boreal,Dry,Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
48354,Boreal,Dry,Eastern Asia,Settlement,0,#N/A,#N/A,
48355,Boreal,Dry,Eastern Asia,Agroforestry - Default,20.6,5.15,36.05,
48356,Boreal,Dry,Eastern Asia,Hedgerow,13.1,9.301,16.899,
48357,Boreal,Dry,Eastern Asia,Silvoarable,13.7,3.425,23.975,
48358,Boreal,Dry,Eastern Asia,Silvopasture,35,8.75,61.25,
48359,Boreal,Dry,Eastern Asia,Other Land,1,#N/A,#N/A,
48360,Boreal,Dry,Eastern Asia,Olive,6.9,1.725,12.075,
48361,Boreal,Dry,Eastern Asia,Orchard,6.4,1.6,11.2,
48362,Boreal,Dry,Eastern Asia,Short Rotation Coppice,6.35,1.5875,11.1125,
48363,Boreal,Dry,Eastern Asia,Tea,18.3,4.575,32.025,
48364,Boreal,Dry,Eastern Asia,Vine,2.8,2.1,3.5,
48365,Boreal,Dry,South-Eastern Asia,Grains,4.7,1.175,8.225,
48366,Boreal,Dry,South-Eastern Asia,Maize,4.7,1.175,8.225,
48367,Boreal,Dry,South-Eastern Asia,Sugarcane,4.7,1.175,8.225,
48368,Boreal,Dry,South-Eastern Asia,Wheat,4.7,1.175,8.225,
48369,Boreal,Dry,South-Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
48370,Boreal,Dry,South-Eastern Asia,Tubers,4.7,1.175,8.225,
48371,Boreal,Dry,South-Eastern Asia,Root Crops,4.7,1.175,8.225,
48372,Boreal,Dry,South-Eastern Asia,Barley,4.7,1.175,8.225,
48373,Boreal,Dry,South-Eastern Asia,Oats,4.7,1.175,8.225,
48374,Boreal,Dry,South-Eastern Asia,Millet,4.7,1.175,8.225,
48375,Boreal,Dry,South-Eastern Asia,Sorghum,4.7,1.175,8.225,
48376,Boreal,Dry,South-Eastern Asia,Rye,4.7,1.175,8.225,
48377,Boreal,Dry,South-Eastern Asia,Soybeans,4.7,1.175,8.225,
48378,Boreal,Dry,South-Eastern Asia,Dry Bean,4.7,1.175,8.225,
48379,Boreal,Dry,South-Eastern Asia,Potatoes,4.7,1.175,8.225,
48380,Boreal,Dry,South-Eastern Asia,Peanuts,4.7,1.175,8.225,
48381,Boreal,Dry,South-Eastern Asia,Vegetables,4.7,1.175,8.225,
48382,Boreal,Dry,South-Eastern Asia,Oilseeds,4.7,1.175,8.225,
48383,Boreal,Dry,South-Eastern Asia,Groundnuts,4.7,1.175,8.225,
48384,Boreal,Dry,South-Eastern Asia,Annual Cropland,4.7,1.175,8.225,
48385,Boreal,Dry,South-Eastern Asia,Set Aside,4.7,1.175,8.225,
48386,Boreal,Dry,South-Eastern Asia,Flooded Rice,4.7,1.175,8.225,
48387,Boreal,Dry,South-Eastern Asia,Grassland,3.995,0.99875,6.99125,
48388,Boreal,Dry,South-Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
48389,Boreal,Dry,South-Eastern Asia,Settlement,0,#N/A,#N/A,
48390,Boreal,Dry,South-Eastern Asia,Agroforestry - Default,20.6,5.15,36.05,
48391,Boreal,Dry,South-Eastern Asia,Hedgerow,13.1,9.301,16.899,
48392,Boreal,Dry,South-Eastern Asia,Silvoarable,13.7,3.425,23.975,
48393,Boreal,Dry,South-Eastern Asia,Silvopasture,35,8.75,61.25,
48394,Boreal,Dry,South-Eastern Asia,Other Land,1,#N/A,#N/A,
48395,Boreal,Dry,South-Eastern Asia,Olive,6.9,1.725,12.075,
48396,Boreal,Dry,South-Eastern Asia,Orchard,6.4,1.6,11.2,
48397,Boreal,Dry,South-Eastern Asia,Short Rotation Coppice,6.35,1.5875,11.1125,
48398,Boreal,Dry,South-Eastern Asia,Tea,18.3,4.575,32.025,
48399,Boreal,Dry,South-Eastern Asia,Vine,2.8,2.1,3.5,
48400,Boreal,Dry,Southern Asia,Grains,4.7,1.175,8.225,
48401,Boreal,Dry,Southern Asia,Maize,4.7,1.175,8.225,
48402,Boreal,Dry,Southern Asia,Sugarcane,4.7,1.175,8.225,
48403,Boreal,Dry,Southern Asia,Wheat,4.7,1.175,8.225,
48404,Boreal,Dry,Southern Asia,Beans & Pulses,4.7,1.175,8.225,
48405,Boreal,Dry,Southern Asia,Tubers,4.7,1.175,8.225,
48406,Boreal,Dry,Southern Asia,Root Crops,4.7,1.175,8.225,
48407,Boreal,Dry,Southern Asia,Barley,4.7,1.175,8.225,
48408,Boreal,Dry,Southern Asia,Oats,4.7,1.175,8.225,
48409,Boreal,Dry,Southern Asia,Millet,4.7,1.175,8.225,
48410,Boreal,Dry,Southern Asia,Sorghum,4.7,1.175,8.225,
48411,Boreal,Dry,Southern Asia,Rye,4.7,1.175,8.225,
48412,Boreal,Dry,Southern Asia,Soybeans,4.7,1.175,8.225,
48413,Boreal,Dry,Southern Asia,Dry Bean,4.7,1.175,8.225,
48414,Boreal,Dry,Southern Asia,Potatoes,4.7,1.175,8.225,
48415,Boreal,Dry,Southern Asia,Peanuts,4.7,1.175,8.225,
48416,Boreal,Dry,Southern Asia,Vegetables,4.7,1.175,8.225,
48417,Boreal,Dry,Southern Asia,Oilseeds,4.7,1.175,8.225,
48418,Boreal,Dry,Southern Asia,Groundnuts,4.7,1.175,8.225,
48419,Boreal,Dry,Southern Asia,Annual Cropland,4.7,1.175,8.225,
48420,Boreal,Dry,Southern Asia,Set Aside,4.7,1.175,8.225,
48421,Boreal,Dry,Southern Asia,Flooded Rice,4.7,1.175,8.225,
48422,Boreal,Dry,Southern Asia,Grassland,3.995,0.99875,6.99125,
