id,summary,climate,moisture,continent,land_use_type,value (original),totalbiomass,totalbiomass_min,totalbiomass_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.1, 5.2, 5.3, 5.9, and Source: 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 6.4.",,,
,Cool Temperate | Dry | Eastern Africa | Grains,Cool Temperate,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Grassland,Tropical,Wet,Oceania,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Oceania | Other Land (Non-Vegetated),Tropical,Wet,Oceania,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Settlement,Tropical,Wet,Oceania,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Agroforestry - Default,Tropical,Wet,Oceania,Agroforestry - Default,2.6225,2.6225,1.0503125,4.1946875,,,,
,Tropical | Wet | Oceania | Alley Cropping,Tropical,Wet,Oceania,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Oceania | Perennial Fallow,Tropical,Wet,Oceania,Perennial Fallow,5.69,5.69,3.6245,7.7555,,,,
,Tropical | Wet | Oceania | Hedgerow,Tropical,Wet,Oceania,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Oceania | Multistrata,Tropical,Wet,Oceania,Multistrata,4.16,4.16,3.1525,5.1675,,,,
,Tropical | Wet | Oceania | Parkland,Tropical,Wet,Oceania,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Oceania | Shaded Perennial,Tropical,Wet,Oceania,Shaded Perennial,2.9,2.9,2.2156,3.5844,,,,
,Tropical | Wet | Oceania | Silvoarable,Tropical,Wet,Oceania,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Oceania | Silvopasture,Tropical,Wet,Oceania,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Oceania | Other Land,Tropical,Wet,Oceania,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Olive,Tropical,Wet,Oceania,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Orchard,Tropical,Wet,Oceania,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Short Rotation Coppice,Tropical,Wet,Oceania,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Tea,Tropical,Wet,Oceania,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Oceania | Vine,Tropical,Wet,Oceania,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Oceania | Oil Palm,Tropical,Wet,Oceania,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Oceania | Rubber,Tropical,Wet,Oceania,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | North America | Grains,Tropical,Wet,North America,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Maize,Tropical,Wet,North America,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Sugarcane,Tropical,Wet,North America,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Wheat,Tropical,Wet,North America,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Beans & Pulses,Tropical,Wet,North America,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Tubers,Tropical,Wet,North America,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Root Crops,Tropical,Wet,North America,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Barley,Tropical,Wet,North America,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Oats,Tropical,Wet,North America,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Millet,Tropical,Wet,North America,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Sorghum,Tropical,Wet,North America,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Rye,Tropical,Wet,North America,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Soybeans,Tropical,Wet,North America,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Dry Bean,Tropical,Wet,North America,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Potatoes,Tropical,Wet,North America,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Peanuts,Tropical,Wet,North America,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Vegetables,Tropical,Wet,North America,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Oilseeds,Tropical,Wet,North America,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Groundnuts,Tropical,Wet,North America,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Annual Cropland,Tropical,Wet,North America,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Set Aside,Tropical,Wet,North America,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Flooded Rice,Tropical,Wet,North America,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | North America | Grassland,Tropical,Wet,North America,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | North America | Other Land (Non-Vegetated),Tropical,Wet,North America,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Settlement,Tropical,Wet,North America,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Agroforestry - Default,Tropical,Wet,North America,Agroforestry - Default,2.6225,2.6225,1.0503125,4.1946875,,,,
,Tropical | Wet | North America | Alley Cropping,Tropical,Wet,North America,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | North America | Perennial Fallow,Tropical,Wet,North America,Perennial Fallow,5.69,5.69,3.6245,7.7555,,,,
,Tropical | Wet | North America | Hedgerow,Tropical,Wet,North America,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | North America | Multistrata,Tropical,Wet,North America,Multistrata,4.16,4.16,1.7225,6.5975,,,,
,Tropical | Wet | North America | Parkland,Tropical,Wet,North America,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | North America | Shaded Perennial,Tropical,Wet,North America,Shaded Perennial,2.9,2.9,2.2156,3.5844,,,,
,Tropical | Wet | North America | Silvoarable,Tropical,Wet,North America,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | North America | Silvopasture,Tropical,Wet,North America,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | North America | Other Land,Tropical,Wet,North America,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Olive,Tropical,Wet,North America,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Orchard,Tropical,Wet,North America,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Short Rotation Coppice,Tropical,Wet,North America,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Tea,Tropical,Wet,North America,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | North America | Vine,Tropical,Wet,North America,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | North America | Oil Palm,Tropical,Wet,North America,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | North America | Rubber,Tropical,Wet,North America,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | South America | Grains,Tropical,Wet,South America,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Maize,Tropical,Wet,South America,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Sugarcane,Tropical,Wet,South America,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Wheat,Tropical,Wet,South America,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Beans & Pulses,Tropical,Wet,South America,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Tubers,Tropical,Wet,South America,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Root Crops,Tropical,Wet,South America,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Barley,Tropical,Wet,South America,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Oats,Tropical,Wet,South America,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Millet,Tropical,Wet,South America,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Sorghum,Tropical,Wet,South America,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Rye,Tropical,Wet,South America,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Soybeans,Tropical,Wet,South America,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Dry Bean,Tropical,Wet,South America,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Potatoes,Tropical,Wet,South America,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Peanuts,Tropical,Wet,South America,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Vegetables,Tropical,Wet,South America,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Oilseeds,Tropical,Wet,South America,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Groundnuts,Tropical,Wet,South America,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Annual Cropland,Tropical,Wet,South America,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Set Aside,Tropical,Wet,South America,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Flooded Rice,Tropical,Wet,South America,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South America | Grassland,Tropical,Wet,South America,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | South America | Other Land (Non-Vegetated),Tropical,Wet,South America,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Settlement,Tropical,Wet,South America,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Agroforestry - Default,Tropical,Wet,South America,Agroforestry - Default,2.6375,2.6375,1.0540625,4.2209375,,,,
,Tropical | Wet | South America | Alley Cropping,Tropical,Wet,South America,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | South America | Perennial Fallow,Tropical,Wet,South America,Perennial Fallow,5.9,5.9,2.33,9.47,,,,
,Tropical | Wet | South America | Hedgerow,Tropical,Wet,South America,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | South America | Multistrata,Tropical,Wet,South America,Multistrata,3.3,3.3,2.208,4.392,,,,
,Tropical | Wet | South America | Parkland,Tropical,Wet,South America,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | South America | Shaded Perennial,Tropical,Wet,South America,Shaded Perennial,3.67,3.67,1.45,5.89,,,,
,Tropical | Wet | South America | Silvoarable,Tropical,Wet,South America,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | South America | Silvopasture,Tropical,Wet,South America,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | South America | Other Land,Tropical,Wet,South America,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Olive,Tropical,Wet,South America,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Orchard,Tropical,Wet,South America,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Short Rotation Coppice,Tropical,Wet,South America,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Tea,Tropical,Wet,South America,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | South America | Vine,Tropical,Wet,South America,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South America | Oil Palm,Tropical,Wet,South America,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | South America | Rubber,Tropical,Wet,South America,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | Central America | Grains,Tropical,Wet,Central America,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Maize,Tropical,Wet,Central America,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Sugarcane,Tropical,Wet,Central America,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Wheat,Tropical,Wet,Central America,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Beans & Pulses,Tropical,Wet,Central America,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Tubers,Tropical,Wet,Central America,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Root Crops,Tropical,Wet,Central America,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Barley,Tropical,Wet,Central America,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Oats,Tropical,Wet,Central America,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Millet,Tropical,Wet,Central America,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Sorghum,Tropical,Wet,Central America,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Rye,Tropical,Wet,Central America,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Soybeans,Tropical,Wet,Central America,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Dry Bean,Tropical,Wet,Central America,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Potatoes,Tropical,Wet,Central America,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Peanuts,Tropical,Wet,Central America,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Vegetables,Tropical,Wet,Central America,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Oilseeds,Tropical,Wet,Central America,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Groundnuts,Tropical,Wet,Central America,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Annual Cropland,Tropical,Wet,Central America,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Set Aside,Tropical,Wet,Central America,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Flooded Rice,Tropical,Wet,Central America,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Central America | Grassland,Tropical,Wet,Central America,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Central America | Other Land (Non-Vegetated),Tropical,Wet,Central America,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Settlement,Tropical,Wet,Central America,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Agroforestry - Default,Tropical,Wet,Central America,Agroforestry - Default,2.5925,2.5925,1.0278125,4.1571875,,,,
,Tropical | Wet | Central America | Alley Cropping,Tropical,Wet,Central America,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Central America | Perennial Fallow,Tropical,Wet,Central America,Perennial Fallow,5.69,5.69,3.6245,7.7555,,,,
,Tropical | Wet | Central America | Hedgerow,Tropical,Wet,Central America,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Central America | Multistrata,Tropical,Wet,Central America,Multistrata,4.03,4.03,1.5925,6.4675,,,,
,Tropical | Wet | Central America | Parkland,Tropical,Wet,Central America,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Central America | Shaded Perennial,Tropical,Wet,Central America,Shaded Perennial,2.79,2.79,1.8324,3.7476,,,,
,Tropical | Wet | Central America | Silvoarable,Tropical,Wet,Central America,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Central America | Silvopasture,Tropical,Wet,Central America,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Central America | Other Land,Tropical,Wet,Central America,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Olive,Tropical,Wet,Central America,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Orchard,Tropical,Wet,Central America,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Short Rotation Coppice,Tropical,Wet,Central America,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Tea,Tropical,Wet,Central America,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Central America | Vine,Tropical,Wet,Central America,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Central America | Oil Palm,Tropical,Wet,Central America,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Central America | Rubber,Tropical,Wet,Central America,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | Caribbean | Grains,Tropical,Wet,Caribbean,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Maize,Tropical,Wet,Caribbean,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Sugarcane,Tropical,Wet,Caribbean,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Wheat,Tropical,Wet,Caribbean,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Beans & Pulses,Tropical,Wet,Caribbean,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Tubers,Tropical,Wet,Caribbean,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Root Crops,Tropical,Wet,Caribbean,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Barley,Tropical,Wet,Caribbean,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Oats,Tropical,Wet,Caribbean,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Millet,Tropical,Wet,Caribbean,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Sorghum,Tropical,Wet,Caribbean,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Rye,Tropical,Wet,Caribbean,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Soybeans,Tropical,Wet,Caribbean,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Dry Bean,Tropical,Wet,Caribbean,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Potatoes,Tropical,Wet,Caribbean,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Peanuts,Tropical,Wet,Caribbean,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Vegetables,Tropical,Wet,Caribbean,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Oilseeds,Tropical,Wet,Caribbean,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Groundnuts,Tropical,Wet,Caribbean,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Annual Cropland,Tropical,Wet,Caribbean,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Set Aside,Tropical,Wet,Caribbean,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Flooded Rice,Tropical,Wet,Caribbean,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Caribbean | Grassland,Tropical,Wet,Caribbean,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Caribbean | Other Land (Non-Vegetated),Tropical,Wet,Caribbean,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Settlement,Tropical,Wet,Caribbean,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Agroforestry - Default,Tropical,Wet,Caribbean,Agroforestry - Default,2.6225,2.6225,1.0503125,4.1946875,,,,
,Tropical | Wet | Caribbean | Alley Cropping,Tropical,Wet,Caribbean,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Caribbean | Perennial Fallow,Tropical,Wet,Caribbean,Perennial Fallow,5.69,5.69,3.6245,7.7555,,,,
,Tropical | Wet | Caribbean | Hedgerow,Tropical,Wet,Caribbean,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Caribbean | Multistrata,Tropical,Wet,Caribbean,Multistrata,4.16,4.16,3.1525,5.1675,,,,
,Tropical | Wet | Caribbean | Parkland,Tropical,Wet,Caribbean,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Caribbean | Shaded Perennial,Tropical,Wet,Caribbean,Shaded Perennial,2.9,2.9,2.2156,3.5844,,,,
,Tropical | Wet | Caribbean | Silvoarable,Tropical,Wet,Caribbean,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Caribbean | Silvopasture,Tropical,Wet,Caribbean,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Caribbean | Other Land,Tropical,Wet,Caribbean,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Olive,Tropical,Wet,Caribbean,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Orchard,Tropical,Wet,Caribbean,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Short Rotation Coppice,Tropical,Wet,Caribbean,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Tea,Tropical,Wet,Caribbean,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Caribbean | Vine,Tropical,Wet,Caribbean,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Caribbean | Oil Palm,Tropical,Wet,Caribbean,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Caribbean | Rubber,Tropical,Wet,Caribbean,Rubber,3,3,2.61,3.39,,,,
,Boreal | Dry | Eastern Africa | Grains,Boreal,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Maize,Boreal,Dry,Eastern Africa,Maize,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Sugarcane,Boreal,Dry,Eastern Africa,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Wheat,Boreal,Dry,Eastern Africa,Wheat,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Beans & Pulses,Boreal,Dry,Eastern Africa,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Tubers,Boreal,Dry,Eastern Africa,Tubers,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Root Crops,Boreal,Dry,Eastern Africa,Root Crops,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Barley,Boreal,Dry,Eastern Africa,Barley,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Oats,Boreal,Dry,Eastern Africa,Oats,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Millet,Boreal,Dry,Eastern Africa,Millet,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Sorghum,Boreal,Dry,Eastern Africa,Sorghum,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Rye,Boreal,Dry,Eastern Africa,Rye,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Soybeans,Boreal,Dry,Eastern Africa,Soybeans,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Dry Bean,Boreal,Dry,Eastern Africa,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Potatoes,Boreal,Dry,Eastern Africa,Potatoes,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Peanuts,Boreal,Dry,Eastern Africa,Peanuts,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Vegetables,Boreal,Dry,Eastern Africa,Vegetables,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Oilseeds,Boreal,Dry,Eastern Africa,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Groundnuts,Boreal,Dry,Eastern Africa,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Annual Cropland,Boreal,Dry,Eastern Africa,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Set Aside,Boreal,Dry,Eastern Africa,Set Aside,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Flooded Rice,Boreal,Dry,Eastern Africa,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Boreal | Dry | Eastern Africa | Grassland,Boreal,Dry,Eastern Africa,Grassland,3.995,3.995,0.99875,6.99125,,,,
,Boreal | Dry | Eastern Africa | Other Land (Non-Vegetated),Boreal,Dry,Eastern Africa,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Boreal | Dry | Eastern Africa | Settlement,Boreal,Dry,Eastern Africa,Settlement,0,0,#N/A,#N/A,,,,
,Boreal | Dry | Eastern Africa | Agroforestry - Default,Boreal,Dry,Eastern Africa,Agroforestry - Default,1.756666667,2.04375,1.30395,2.78355,,,,
,Boreal | Dry | Eastern Africa | Hedgerow,Boreal,Dry,Eastern Africa,Hedgerow,1.1,0.98,0.5537,1.4063,,,,
,Boreal | Dry | Eastern Africa | Silvoarable,Boreal,Dry,Eastern Africa,Silvoarable,1.14,1.8,1.3086,2.2914,,,,
,Boreal | Dry | Eastern Africa | Silvopasture,Boreal,Dry,Eastern Africa,Silvopasture,3.03,3.12,1.9084,4.3316,,,,
,Boreal | Dry | Eastern Africa | Other Land,Boreal,Dry,Eastern Africa,Other Land,0,0,#N/A,#N/A,,,,
,Boreal | Dry | Eastern Africa | Olive,Boreal,Dry,Eastern Africa,Olive,0.46,0.46,0.3358,0.5842,,,,
,Boreal | Dry | Eastern Africa | Orchard,Boreal,Dry,Eastern Africa,Orchard,0.43,0.43,0.2322,0.6278,,,,
,Boreal | Dry | Eastern Africa | Short Rotation Coppice,Boreal,Dry,Eastern Africa,Short Rotation Coppice,3.2,3.2,1.92,4.48,,,,
,Boreal | Dry | Eastern Africa | Tea,Boreal,Dry,Eastern Africa,Tea,0.7,0.7,0.525,0.875,,,,
