id,livestock_production_type,manure_management_type,livestock_category_type,ipcc_region,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10A.6."
21217,High-Productivity,Pasture/Range/Paddock,Mules And Asses,Sub-Saharan Africa,80,N/A,N/A,
21218,High-Productivity,Daily Spread,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21219,High-Productivity,Digester,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21220,High-Productivity,Burned For Fuel,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21221,High-Productivity,Pit<1Month,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21223,High-Productivity,Poultry Manure,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21224,High-Productivity,Deep Bedding,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21225,High-Productivity,Composting,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21226,High-Productivity,Aerobic Treatment,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21227,High-Productivity,Lagoon,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21228,High-Productivity,Liquid/Slurry,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21229,High-Productivity,Solid Storage,Mules And Asses,East Asia And South-East Asia,50,N/A,N/A,
21230,High-Productivity,Dry Lot,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21231,High-Productivity,Pasture/Range/Paddock,Mules And Asses,East Asia And South-East Asia,50,N/A,N/A,
21232,High-Productivity,Daily Spread,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21233,High-Productivity,Digester,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21234,High-Productivity,Burned For Fuel,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21235,High-Productivity,Pit<1Month,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21237,High-Productivity,Poultry Manure,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21238,High-Productivity,Deep Bedding,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21239,High-Productivity,Composting,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21240,High-Productivity,Aerobic Treatment,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21241,High-Productivity,Lagoon,Mules And Asses,North America,0,N/A,N/A,
21242,High-Productivity,Liquid/Slurry,Mules And Asses,North America,0,N/A,N/A,
21243,High-Productivity,Solid Storage,Mules And Asses,North America,50,N/A,N/A,
21244,High-Productivity,Dry Lot,Mules And Asses,North America,0,N/A,N/A,
21245,High-Productivity,Pasture/Range/Paddock,Mules And Asses,North America,50,N/A,N/A,
21246,High-Productivity,Daily Spread,Mules And Asses,North America,0,N/A,N/A,
21247,High-Productivity,Digester,Mules And Asses,North America,0,N/A,N/A,
21248,High-Productivity,Burned For Fuel,Mules And Asses,North America,0,N/A,N/A,
21249,High-Productivity,Pit<1Month,Mules And Asses,North America,0,N/A,N/A,
21251,High-Productivity,Poultry Manure,Mules And Asses,North America,0,N/A,N/A,
21252,High-Productivity,Deep Bedding,Mules And Asses,North America,0,N/A,N/A,
21253,High-Productivity,Composting,Mules And Asses,North America,0,N/A,N/A,
21254,High-Productivity,Aerobic Treatment,Mules And Asses,North America,0,N/A,N/A,
21255,High-Productivity,Lagoon,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21256,High-Productivity,Liquid/Slurry,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21257,High-Productivity,Solid Storage,Mules And Asses,Latin America And The Caribbean,17,N/A,N/A,
21258,High-Productivity,Dry Lot,Mules And Asses,Latin America And The Caribbean,3,N/A,N/A,
21259,High-Productivity,Pasture/Range/Paddock,Mules And Asses,Latin America And The Caribbean,80,N/A,N/A,
21260,High-Productivity,Daily Spread,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21261,High-Productivity,Digester,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21262,High-Productivity,Burned For Fuel,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21263,High-Productivity,Pit<1Month,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21265,High-Productivity,Poultry Manure,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21266,High-Productivity,Deep Bedding,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21267,High-Productivity,Composting,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21268,High-Productivity,Aerobic Treatment,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21269,High-Productivity,Lagoon,Mules And Asses,Western Europe,0,N/A,N/A,
21270,High-Productivity,Liquid/Slurry,Mules And Asses,Western Europe,0,N/A,N/A,
21271,High-Productivity,Solid Storage,Mules And Asses,Western Europe,28,N/A,N/A,
21272,High-Productivity,Dry Lot,Mules And Asses,Western Europe,0,N/A,N/A,
21273,High-Productivity,Pasture/Range/Paddock,Mules And Asses,Western Europe,72,N/A,N/A,
21274,High-Productivity,Daily Spread,Mules And Asses,Western Europe,0,N/A,N/A,
21275,High-Productivity,Digester,Mules And Asses,Western Europe,0,N/A,N/A,
21276,High-Productivity,Burned For Fuel,Mules And Asses,Western Europe,0,N/A,N/A,
21277,High-Productivity,Pit<1Month,Mules And Asses,Western Europe,0,N/A,N/A,
21279,High-Productivity,Poultry Manure,Mules And Asses,Western Europe,0,N/A,N/A,
21280,High-Productivity,Deep Bedding,Mules And Asses,Western Europe,0,N/A,N/A,
21281,High-Productivity,Composting,Mules And Asses,Western Europe,0,N/A,N/A,
21282,High-Productivity,Aerobic Treatment,Mules And Asses,Western Europe,0,N/A,N/A,
21283,High-Productivity,Lagoon,Mules And Asses,Eastern Europe,0,N/A,N/A,
21284,High-Productivity,Liquid/Slurry,Mules And Asses,Eastern Europe,0,N/A,N/A,
21285,High-Productivity,Solid Storage,Mules And Asses,Eastern Europe,9,N/A,N/A,
21286,High-Productivity,Dry Lot,Mules And Asses,Eastern Europe,0,N/A,N/A,
21287,High-Productivity,Pasture/Range/Paddock,Mules And Asses,Eastern Europe,91,N/A,N/A,
21288,High-Productivity,Daily Spread,Mules And Asses,Eastern Europe,0,N/A,N/A,
21289,High-Productivity,Digester,Mules And Asses,Eastern Europe,0,N/A,N/A,
21290,High-Productivity,Burned For Fuel,Mules And Asses,Eastern Europe,0,N/A,N/A,
21291,High-Productivity,Pit<1Month,Mules And Asses,Eastern Europe,0,N/A,N/A,
21293,High-Productivity,Poultry Manure,Mules And Asses,Eastern Europe,0,N/A,N/A,
21294,High-Productivity,Deep Bedding,Mules And Asses,Eastern Europe,0,N/A,N/A,
21295,High-Productivity,Composting,Mules And Asses,Eastern Europe,0,N/A,N/A,
21296,High-Productivity,Aerobic Treatment,Mules And Asses,Eastern Europe,0,N/A,N/A,
21297,High-Productivity,Lagoon,Mules And Asses,Russian Federation,0,N/A,N/A,
21298,High-Productivity,Liquid/Slurry,Mules And Asses,Russian Federation,0,N/A,N/A,
21299,High-Productivity,Solid Storage,Mules And Asses,Russian Federation,82,N/A,N/A,
21300,High-Productivity,Dry Lot,Mules And Asses,Russian Federation,0,N/A,N/A,
21301,High-Productivity,Pasture/Range/Paddock,Mules And Asses,Russian Federation,18,N/A,N/A,
21302,High-Productivity,Daily Spread,Mules And Asses,Russian Federation,0,N/A,N/A,
21303,High-Productivity,Digester,Mules And Asses,Russian Federation,0,N/A,N/A,
21304,High-Productivity,Burned For Fuel,Mules And Asses,Russian Federation,0,N/A,N/A,
21305,High-Productivity,Pit<1Month,Mules And Asses,Russian Federation,0,N/A,N/A,
21307,High-Productivity,Poultry Manure,Mules And Asses,Russian Federation,0,N/A,N/A,
21308,High-Productivity,Deep Bedding,Mules And Asses,Russian Federation,0,N/A,N/A,
21309,High-Productivity,Composting,Mules And Asses,Russian Federation,0,N/A,N/A,
21310,High-Productivity,Aerobic Treatment,Mules And Asses,Russian Federation,0,N/A,N/A,
21311,High-Productivity,Lagoon,Mules And Asses,Oceania,0,N/A,N/A,
21312,High-Productivity,Liquid/Slurry,Mules And Asses,Oceania,0,N/A,N/A,
21313,High-Productivity,Solid Storage,Mules And Asses,Oceania,0,N/A,N/A,
21314,High-Productivity,Dry Lot,Mules And Asses,Oceania,0,N/A,N/A,
21315,High-Productivity,Pasture/Range/Paddock,Mules And Asses,Oceania,100,N/A,N/A,
21316,High-Productivity,Daily Spread,Mules And Asses,Oceania,0,N/A,N/A,
21317,High-Productivity,Digester,Mules And Asses,Oceania,0,N/A,N/A,
21318,High-Productivity,Burned For Fuel,Mules And Asses,Oceania,0,N/A,N/A,
21319,High-Productivity,Pit<1Month,Mules And Asses,Oceania,0,N/A,N/A,
21321,High-Productivity,Poultry Manure,Mules And Asses,Oceania,0,N/A,N/A,
21322,High-Productivity,Deep Bedding,Mules And Asses,Oceania,0,N/A,N/A,
21323,High-Productivity,Composting,Mules And Asses,Oceania,0,N/A,N/A,
21324,High-Productivity,Aerobic Treatment,Mules And Asses,Oceania,0,N/A,N/A,
21325,High-Productivity,Lagoon,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21326,High-Productivity,Liquid/Slurry,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21327,High-Productivity,Solid Storage,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21328,High-Productivity,Dry Lot,Mules And Asses,NENA/Middle East,50,N/A,N/A,
21329,High-Productivity,Pasture/Range/Paddock,Mules And Asses,NENA/Middle East,50,N/A,N/A,
21330,High-Productivity,Daily Spread,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21331,High-Productivity,Digester,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21332,High-Productivity,Burned For Fuel,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21333,High-Productivity,Pit<1Month,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21335,High-Productivity,Poultry Manure,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21336,High-Productivity,Deep Bedding,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21337,High-Productivity,Composting,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21338,High-Productivity,Aerobic Treatment,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21339,High-Productivity,Lagoon,Mules And Asses,South Asia,0,N/A,N/A,
21340,High-Productivity,Liquid/Slurry,Mules And Asses,South Asia,0,N/A,N/A,
21341,High-Productivity,Solid Storage,Mules And Asses,South Asia,50,N/A,N/A,
21342,High-Productivity,Dry Lot,Mules And Asses,South Asia,0,N/A,N/A,
21343,High-Productivity,Pasture/Range/Paddock,Mules And Asses,South Asia,50,N/A,N/A,
21344,High-Productivity,Daily Spread,Mules And Asses,South Asia,0,N/A,N/A,
21345,High-Productivity,Digester,Mules And Asses,South Asia,0,N/A,N/A,
21346,High-Productivity,Burned For Fuel,Mules And Asses,South Asia,0,N/A,N/A,
21347,High-Productivity,Pit<1Month,Mules And Asses,South Asia,0,N/A,N/A,
21349,High-Productivity,Poultry Manure,Mules And Asses,South Asia,0,N/A,N/A,
21350,High-Productivity,Deep Bedding,Mules And Asses,South Asia,0,N/A,N/A,
21351,High-Productivity,Composting,Mules And Asses,South Asia,0,N/A,N/A,
21352,High-Productivity,Aerobic Treatment,Mules And Asses,South Asia,0,N/A,N/A,
21353,Low-Productivity,Lagoon,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21354,Low-Productivity,Liquid/Slurry,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21355,Low-Productivity,Solid Storage,Mules And Asses,Sub-Saharan Africa,17,N/A,N/A,
21356,Low-Productivity,Dry Lot,Mules And Asses,Sub-Saharan Africa,3,N/A,N/A,
21357,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,Sub-Saharan Africa,80,N/A,N/A,
21358,Low-Productivity,Daily Spread,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21359,Low-Productivity,Digester,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21360,Low-Productivity,Burned For Fuel,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21361,Low-Productivity,Pit<1Month,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21363,Low-Productivity,Poultry Manure,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21364,Low-Productivity,Deep Bedding,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21365,Low-Productivity,Composting,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21366,Low-Productivity,Aerobic Treatment,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21367,Low-Productivity,Lagoon,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21368,Low-Productivity,Liquid/Slurry,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21369,Low-Productivity,Solid Storage,Mules And Asses,East Asia And South-East Asia,50,N/A,N/A,
21370,Low-Productivity,Dry Lot,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21371,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,East Asia And South-East Asia,50,N/A,N/A,
21372,Low-Productivity,Daily Spread,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21373,Low-Productivity,Digester,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21374,Low-Productivity,Burned For Fuel,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21375,Low-Productivity,Pit<1Month,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21377,Low-Productivity,Poultry Manure,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21378,Low-Productivity,Deep Bedding,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21379,Low-Productivity,Composting,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21380,Low-Productivity,Aerobic Treatment,Mules And Asses,East Asia And South-East Asia,0,N/A,N/A,
21381,Low-Productivity,Lagoon,Mules And Asses,North America,0,N/A,N/A,
21382,Low-Productivity,Liquid/Slurry,Mules And Asses,North America,0,N/A,N/A,
21383,Low-Productivity,Solid Storage,Mules And Asses,North America,50,N/A,N/A,
21384,Low-Productivity,Dry Lot,Mules And Asses,North America,0,N/A,N/A,
21385,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,North America,50,N/A,N/A,
21386,Low-Productivity,Daily Spread,Mules And Asses,North America,0,N/A,N/A,
21387,Low-Productivity,Digester,Mules And Asses,North America,0,N/A,N/A,
21388,Low-Productivity,Burned For Fuel,Mules And Asses,North America,0,N/A,N/A,
21389,Low-Productivity,Pit<1Month,Mules And Asses,North America,0,N/A,N/A,
21391,Low-Productivity,Poultry Manure,Mules And Asses,North America,0,N/A,N/A,
21392,Low-Productivity,Deep Bedding,Mules And Asses,North America,0,N/A,N/A,
21393,Low-Productivity,Composting,Mules And Asses,North America,0,N/A,N/A,
21394,Low-Productivity,Aerobic Treatment,Mules And Asses,North America,0,N/A,N/A,
21395,Low-Productivity,Lagoon,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21396,Low-Productivity,Liquid/Slurry,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21397,Low-Productivity,Solid Storage,Mules And Asses,Latin America And The Caribbean,17,N/A,N/A,
21398,Low-Productivity,Dry Lot,Mules And Asses,Latin America And The Caribbean,3,N/A,N/A,
21399,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,Latin America And The Caribbean,80,N/A,N/A,
21400,Low-Productivity,Daily Spread,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21401,Low-Productivity,Digester,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21402,Low-Productivity,Burned For Fuel,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21403,Low-Productivity,Pit<1Month,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21405,Low-Productivity,Poultry Manure,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21406,Low-Productivity,Deep Bedding,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21407,Low-Productivity,Composting,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21408,Low-Productivity,Aerobic Treatment,Mules And Asses,Latin America And The Caribbean,0,N/A,N/A,
21409,Low-Productivity,Lagoon,Mules And Asses,Western Europe,0,N/A,N/A,
21410,Low-Productivity,Liquid/Slurry,Mules And Asses,Western Europe,0,N/A,N/A,
21411,Low-Productivity,Solid Storage,Mules And Asses,Western Europe,28,N/A,N/A,
21412,Low-Productivity,Dry Lot,Mules And Asses,Western Europe,0,N/A,N/A,
21413,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,Western Europe,72,N/A,N/A,
21414,Low-Productivity,Daily Spread,Mules And Asses,Western Europe,0,N/A,N/A,
21415,Low-Productivity,Digester,Mules And Asses,Western Europe,0,N/A,N/A,
21416,Low-Productivity,Burned For Fuel,Mules And Asses,Western Europe,0,N/A,N/A,
21417,Low-Productivity,Pit<1Month,Mules And Asses,Western Europe,0,N/A,N/A,
21419,Low-Productivity,Poultry Manure,Mules And Asses,Western Europe,0,N/A,N/A,
21420,Low-Productivity,Deep Bedding,Mules And Asses,Western Europe,0,N/A,N/A,
21421,Low-Productivity,Composting,Mules And Asses,Western Europe,0,N/A,N/A,
21422,Low-Productivity,Aerobic Treatment,Mules And Asses,Western Europe,0,N/A,N/A,
21423,Low-Productivity,Lagoon,Mules And Asses,Eastern Europe,0,N/A,N/A,
21424,Low-Productivity,Liquid/Slurry,Mules And Asses,Eastern Europe,0,N/A,N/A,
21425,Low-Productivity,Solid Storage,Mules And Asses,Eastern Europe,9,N/A,N/A,
21426,Low-Productivity,Dry Lot,Mules And Asses,Eastern Europe,0,N/A,N/A,
21427,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,Eastern Europe,91,N/A,N/A,
21428,Low-Productivity,Daily Spread,Mules And Asses,Eastern Europe,0,N/A,N/A,
21429,Low-Productivity,Digester,Mules And Asses,Eastern Europe,0,N/A,N/A,
21430,Low-Productivity,Burned For Fuel,Mules And Asses,Eastern Europe,0,N/A,N/A,
21431,Low-Productivity,Pit<1Month,Mules And Asses,Eastern Europe,0,N/A,N/A,
21433,Low-Productivity,Poultry Manure,Mules And Asses,Eastern Europe,0,N/A,N/A,
21434,Low-Productivity,Deep Bedding,Mules And Asses,Eastern Europe,0,N/A,N/A,
21435,Low-Productivity,Composting,Mules And Asses,Eastern Europe,0,N/A,N/A,
21436,Low-Productivity,Aerobic Treatment,Mules And Asses,Eastern Europe,0,N/A,N/A,
21437,Low-Productivity,Lagoon,Mules And Asses,Russian Federation,0,N/A,N/A,
21438,Low-Productivity,Liquid/Slurry,Mules And Asses,Russian Federation,0,N/A,N/A,
21439,Low-Productivity,Solid Storage,Mules And Asses,Russian Federation,82,N/A,N/A,
21440,Low-Productivity,Dry Lot,Mules And Asses,Russian Federation,0,N/A,N/A,
21441,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,Russian Federation,18,N/A,N/A,
21442,Low-Productivity,Daily Spread,Mules And Asses,Russian Federation,0,N/A,N/A,
21443,Low-Productivity,Digester,Mules And Asses,Russian Federation,0,N/A,N/A,
21444,Low-Productivity,Burned For Fuel,Mules And Asses,Russian Federation,0,N/A,N/A,
21445,Low-Productivity,Pit<1Month,Mules And Asses,Russian Federation,0,N/A,N/A,
21447,Low-Productivity,Poultry Manure,Mules And Asses,Russian Federation,0,N/A,N/A,
21448,Low-Productivity,Deep Bedding,Mules And Asses,Russian Federation,0,N/A,N/A,
21449,Low-Productivity,Composting,Mules And Asses,Russian Federation,0,N/A,N/A,
21450,Low-Productivity,Aerobic Treatment,Mules And Asses,Russian Federation,0,N/A,N/A,
21451,Low-Productivity,Lagoon,Mules And Asses,Oceania,0,N/A,N/A,
21452,Low-Productivity,Liquid/Slurry,Mules And Asses,Oceania,0,N/A,N/A,
21453,Low-Productivity,Solid Storage,Mules And Asses,Oceania,0,N/A,N/A,
21454,Low-Productivity,Dry Lot,Mules And Asses,Oceania,0,N/A,N/A,
21455,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,Oceania,100,N/A,N/A,
21456,Low-Productivity,Daily Spread,Mules And Asses,Oceania,0,N/A,N/A,
21457,Low-Productivity,Digester,Mules And Asses,Oceania,0,N/A,N/A,
21458,Low-Productivity,Burned For Fuel,Mules And Asses,Oceania,0,N/A,N/A,
21459,Low-Productivity,Pit<1Month,Mules And Asses,Oceania,0,N/A,N/A,
21461,Low-Productivity,Poultry Manure,Mules And Asses,Oceania,0,N/A,N/A,
21462,Low-Productivity,Deep Bedding,Mules And Asses,Oceania,0,N/A,N/A,
21463,Low-Productivity,Composting,Mules And Asses,Oceania,0,N/A,N/A,
21464,Low-Productivity,Aerobic Treatment,Mules And Asses,Oceania,0,N/A,N/A,
21465,Low-Productivity,Lagoon,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21466,Low-Productivity,Liquid/Slurry,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21467,Low-Productivity,Solid Storage,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21468,Low-Productivity,Dry Lot,Mules And Asses,NENA/Middle East,50,N/A,N/A,
21469,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,NENA/Middle East,50,N/A,N/A,
21470,Low-Productivity,Daily Spread,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21471,Low-Productivity,Digester,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21472,Low-Productivity,Burned For Fuel,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21473,Low-Productivity,Pit<1Month,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21475,Low-Productivity,Poultry Manure,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21476,Low-Productivity,Deep Bedding,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21477,Low-Productivity,Composting,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21478,Low-Productivity,Aerobic Treatment,Mules And Asses,NENA/Middle East,0,N/A,N/A,
21479,Low-Productivity,Lagoon,Mules And Asses,South Asia,0,N/A,N/A,
21480,Low-Productivity,Liquid/Slurry,Mules And Asses,South Asia,0,N/A,N/A,
21481,Low-Productivity,Solid Storage,Mules And Asses,South Asia,50,N/A,N/A,
21482,Low-Productivity,Dry Lot,Mules And Asses,South Asia,0,N/A,N/A,
21483,Low-Productivity,Pasture/Range/Paddock,Mules And Asses,South Asia,50,N/A,N/A,
21484,Low-Productivity,Daily Spread,Mules And Asses,South Asia,0,N/A,N/A,
21485,Low-Productivity,Digester,Mules And Asses,South Asia,0,N/A,N/A,
21486,Low-Productivity,Burned For Fuel,Mules And Asses,South Asia,0,N/A,N/A,
21487,Low-Productivity,Pit<1Month,Mules And Asses,South Asia,0,N/A,N/A,
21489,Low-Productivity,Poultry Manure,Mules And Asses,South Asia,0,N/A,N/A,
21490,Low-Productivity,Deep Bedding,Mules And Asses,South Asia,0,N/A,N/A,
21491,Low-Productivity,Composting,Mules And Asses,South Asia,0,N/A,N/A,
